pi_name,institution,title,abstract,amount,notice_date
"ALI, EUNUS ",UNIVERSITY OF KENTUCKY,Regulation of one-carbon metabolism and purine synthesis by YRDC in hepatocellular carcinoma,"Hepatocellular carcinoma (HCC) accounts for >80% of patients with liver cancer and is one of the leading causes of cancer-associated mortalities, both worldwide and in the United States. Recent evidence highlights the involvement of YRDC (YrdC-threonylcarbamoyltransferase domain-containing protein), a tRNA modifying enzyme, in tumor growth via N6-threonylcarbamoylation (t6A) of tRNA in various cancer types, including HCC. Additionally, YRDC has been shown to be overexpressed in different types of cancer and associated with chemotherapeutic drug resistance as well as poor prognosis in HCC patients. However, the precise molecular mechanisms underlying YRDC overexpression in cancers and its involvement in the regulation of tumor metabolism remain unknown. The objective of our study is to define the mechanisms by which YRDC drives cellular growth and investigate the potential of targeting YRDC in cancers, with a specific focus on HCC. Our preliminary data, employing metabolomic and isotope tracing approaches, have shown that YRDC can act as a novel regulator of one-carbon metabolism and purine synthesis in several cancer cells, including HCC cells. We demonstrate that YRDC depletion reduces flux through one-carbon metabolism, thereby restricting the availability of substrates for the synthesis of de novo purine nucleotides. In light of these findings, this proposal focuses on studying YRDC and its impact on tumor metabolism using HCC as a model. We hypothesize that YRDC promotes tumor growth by activating one-carbon metabolism, thereby stimulating de novo purine synthesis. Consequently, targeting YRDC represents a potentially effective strategy against HCC. We will define the mechanisms underlying YRDC upregulation in HCC, we will use isogenic cell settings deleted for the tumor suppressor P53 and expressing mutant KRAS, and examine the role of the MAPK/ERK downstream of KRAS in the regulation of YRDC mRNA and protein levels (Aim1). Then, we will determine the molecular mechanisms by which YRDC stimulates one-carbon metabolism and purine synthesis in HCC cells (Aim2). Finally, we will examine the therapeutic potential of suppressing YRDC to improve HCC, and/or sensitize HCC to chemotherapy (Aim3). Overall, the proposal is significant because it will identify novel regulators of onecarbon metabolism and the de novo purine synthesis pathways, clarify the tumor pro-growth function of YRDC, and identify a novel drug target in HCC treatment. The project is highly innovative because, to date, YRDC has not been linked to the regulation of one-carbon metabolic pathway. The proposal will provide a stepping-stone to aid the applicant to establish an independent research career and the work performed under this award will be used to generate NIH R01 grant proposals.",210863,2026-01-30T00:00:00
"ALLEN, JASON WILLIAM",INDIANA UNIVERSITY INDIANAPOLIS,Altered Central Multisensory Processing in Post-concussion Vestibular Dysfunction,"Project Summary/Abstract
 Patients with persistent post-concussion vestibular dysfunction (PCVD) demonstrate visual motion sensitivity
characterized by visual and motion stimuli inducing vestibular symptoms. We hypothesize that patients may
acutely benefit from altered weighting of multisensory, particularly visual, input into vestibular processing
networks to compensate for central or peripheral vestibular impairment, although this may persist and become
maladaptive, leading to persistent vestibular symptoms. However, the changes in multisensory processing that
underlie PCVD are largely theoretical and represent a significant knowledge gap in our understanding.
 In a recent pilot study, we found selective increased activation in the primary vestibular cortex and vestibular
multisensory processing regions in patients with subacute PCVD during a novel task-based fMRI visual-
vestibular paradigm as well as altered resting-state fMRI connectivity between visual and vestibular processing
centers, which correlates with symptom severity. Our central hypothesis is that persistent PCVD is due to altered
multisensory vestibular processing, with increased activation/connectivity of visual and oculomotor inputs into
the vestibular network.
 Prior efforts to classify concussion based upon clinical symptoms have been limited as pre-existing
symptoms may mimic post-concussion symptoms. We hypothesize that defining endophenotypes for PCVD
patients using a combination of clinical and neuroimaging metrics will better subdivide this population and will
correlate with response to vestibular rehabilitation therapy (VRT).
 To assess these hypotheses, we propose the following three Specific Aims: (1) define regional brain
activation that distinguishes PCVD patients from concussion recovered and control groups using a novel visual-
vestibular task-based fMRI paradigm and correlations with subjective and objective vestibular testing; (2) identify
alterations in functional networks and dynamic states in the PCVD group compared to recovered and control
groups at rest and correlations with subjective and objective vestibular testing; and (3) stratify PCVD subjects
into endophenotypes using clinical and neuroimaging metrics and determine the predictive power of these
endophenotypes to predict VRT response. We propose a longitudinal study with three groups: (1) subacute
PCVD patients, (2) patients with prior symptomatic concussion but who have since recovered, and (3) healthy
controls. All subjects will undergo comprehensive vestibular testing and brain MRI. PCVD subjects will repeat
clinical testing after completion of VRT. We expect to confirm and expand our preliminary data findings as well
as develop endophenotypes that will be predictive model of VRT response. The proposed study will fill in current
gaps in knowledge, drive the development of novel therapies, identify neuroimaging/clinical patterns that predict
therapy response, and lead to the development of tailored, patient-centric therapy programs.",293150,2026-01-31T00:00:00
"ALLEN, SOPHIA I.",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,Mixed methods research to increase engagement and smoking abstinence among African Americans enrolled in Quitline text messaging services,"Cigarettes are used by over 34 million U.S. adults and cause more than 480,000 deaths annually due to smoking and smoke exposure. Despite smoking at similar rates and consuming less cigarettes per day, African Americans are more likely to die from several tobacco-caused cancers compared to Whites. Quitting smoking reduces the risk of premature death and adds years to life expectancy; however, a disparity exists in annual quit rates between African Americans and Whites (4.9% vs. 7.1%). This disparity is due to several social determinants. Thus, it is critical to investigate scalable, evidence-based strategies to increase smoking cessation among African Americans. African Americans are twice as likely to use quitlines compared to Whites. However, little is known about the impact of mHealth interventions among African Americans using quitlines. In preliminary studies conducted by Penn State investigators, we found that automated text messaging was feasible for monitoring smoking status and providing smoking cessation support. However, these studies were not designed to assess the impact of interventions among African Americans. A recent study compared engagement and abstinence rates between Black and White smokers in a national texting cessation program and found that Blacks were just as likely as Whites to enroll and remain in the program; yet Blacks were less likely to respond to abstinence assessments and report cessation. Few studies have focused on the behaviors and perceptions of quitline texting services among African Americans. The current project proposes to assess data from the Pennsylvania quitline to inform a tailored mHealth smoking cessation intervention. The overall goal of this Mentored Career Development Award (K01) is to build on the candidate’s advanced postdoctoral training by developing her expertise to investigate and alleviate disparities in tobacco-related disease for African Americans through the use of technology interventions. Career development objectives are to develop expertise in: 1) mHealth applications for smoking cessation, 2) qualitative data analysis, and 3) clinical research skills in ecological momentary assessment. The central hypothesis is that social determinants will explain differences in smoking abstinence between African Americans and White smokers using technology as a cessation aid. The specific aims for this study will be to 1) conduct a secondary analysis of the PA quitline texting program data and provide an overview of service engagement and smoking rates during enrollment and at 6-month follow-up; 2) to conduct qualitative interviews with African Americans who enrolled in the PA quitline texting program to better understand the factors that serve as barriers to engagement and abstinence; 3) To conduct a pilot EMA study to inform a tailored mHealth smoking cessation intervention for African Americans. The research environment is an academic medical center with the facilities, technology, resources, and advanced equipment to support the research and training proposed in this award.",183855,2026-02-13T00:00:00
"ALLERS, CAROLINA ",TULANE UNIVERSITY OF LOUISIANA,Viral Testing Core,"PROJECT SUMMARY/ABSTRACT – VIRAL TESTING CORE
Continuous, accurate surveillance for agents of concern is an essential requirement for maintenance of a specific
pathogen-free (SPF) breeding colony. In 2009, we transitioned from testing at off-site laboratories to performing
all screening assays at the Tulane National Primate Research Center’s (TNPRC) Pathogen Detection and
Quantification Core (PDQC). The PDQC is administratively located in the Division of Microbiology and was
established at the TNPRC in 2004. The primary mission of the PDQC is to provide diagnostic services to the
Division of Veterinary Medicine for establishing and maintaining SPF nonhuman primate colonies. A secondary
mission is to provide research support to investigators. The development of onsite viral testing capabilities has
resulted in reduced costs and turnaround times, eliminated shipping of samples, and provided a platform for
easy expansion for detection of additional agents. Quality assurance of the TNPRC SPF surveillance program
is supported by the participation of the PDQC in proficiency panels testing from the Pathogen Detection Working
Group (PDWG) of the NIH Nonhuman Primate Research Consortium (NHPRC) and the External Quality
Assurance Program Oversight Laboratory (EQAPOL) Luminex program. This section of the application focuses
on the function of the Viral Testing Core, techniques used for identification and detection of the target viruses,
assay performance and validation, and current and future expansion of testing capabilities.
The Aim of this core is to assure the SPF status of the colony through continued viral testing of existing breeding
colony animals and all offspring. All animals in the SPF4 colony will be tested a minimum of twice each year for
all four target viruses: Type D simian retrovirus (SRV), simian T-lymphotropic virus (STLV), simian
immunodeficiency virus (SIV), and herpes B virus (BV). Characterization of the colony beyond the targeted
agents supported by the U42 grant will continue through the development and use of additional assays for other
pathogens of potential interest.",230239,2026-02-13T00:00:00
"ALLMAN, DAVID M",UNIVERSITY OF PENNSYLVANIA,Biochemical Mechanisms for Sustained Humoral Immunity,"Project summary
Antibody-secreting plasma cells play critical roles in health and disease, yet little is known
about the biochemical mechanisms controlling antibody synthesis and secretion or how
these pathways intersect with pathways controlling cell survival. Furthermore, due to the
high metabolic demands inherent to robust antibody secretion and the tendency for many
plasma cells to persist for decades, pathways restraining apoptosis in plasma cells are
likely to be integrated in unique ways. This project centers on the hypothesis that long-
lived plasma cells in bone marrow obtain requisite signals to maintain antibody secretion
and avoid cell death by sensing extracellular ATP with a purinergic receptor known as
P2rX4. We further hypothesize that eATP is produced locally in the bone marrow for
plasma cells by osteoblastic cells via the gap junction protein known as Panx3. Thus,
consistent with our preliminary data, inhibition of P2rX4 or Panx3 function is predicted to
cause the depletion of long-lived plasma cells and reduce serum antibody titers including
for disease-associated antibodies. To test our hypothesis, we will: 1) Define cell intrinsic
P2rX4-regulated outcomes for newborn and long-lived plasma cells, and 2) Define cell
extrinsic sources and outcomes for eATP/Panx3 regulation of long-lived plasma cells.
These studies will provide unique and needed insights into the specialized survival
mechanisms employed by long-lived plasma cells. This work supports our long-term
objective of developing strategies to effectively and specifically disable or deplete
problematic plasma cells.",620113,2026-01-29T00:00:00
"ALMODOVAR, SHARILYN ",TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,Role of HIV gp120 and Nef in Transcriptome Dysregulation and Pulmonary Vascular Remodeling,"PROJECT SUMMARY
 People living with HIV (PLWH) are at a significantly high risk of developing Pulmonary Hypertension (PH),
which can lead to death by heart failure, even with the suppressive effects of antiretroviral therapy (ART). PH is
characterized by phenotypic changes in endothelial cells that result in increased pulmonary artery pressures and
right ventricular hypertrophy. However, the underlying mechanism of how HIV contributes to the development of
HIV-PH is still not fully understood. Our team has previously identified an association between specific HIV
polymorphisms and the susceptibility to HIV-PH in patients. This proposal focuses on increasing the knowledge
of how the pulmonary vasculature responds to HIV and determining how specific HIV polymorphisms contribute
to the pathogenesis of HIV-associated vascular disease. To address this gap in knowledge, and guided by the
literature and our preliminary studies, we propose conducting experiments in human vascular cells in vitro and
in hu-mice to investigate the role of the CXCR4 signaling pathway elicited by HIV-PH polymorphisms in ECs, the
impact of HIV-PH variants and ART in SMC constriction in vitro and in pulmonary vascular hemodynamics in hu-
mice and transcriptomics (using scRNA-seq) and epigenomics (using scATAC-seq) changes induced by HIV-
PH in pulmonary vascular cell sub-populations in hu-mice. This proposal addresses high-priority research areas
established by the Office of AIDS Research and the NHLBI by addressing PH as an HIV-associated comorbidity
that is not improved by ART. Our findings will inform future therapeutic advances tailored to HIV-PH. The
strengths of this proposal build upon its multifaceted approach, compelling data on the role of HIV proteins in
PH, access to HIV-PH biospecimens, utilization of a novel mouse model of HIV-PH, and a strong team of
investigators with significant and complementary expertise.",647031,2026-02-13T00:00:00
"ALONZO, FRANCIS ",UNIVERSITY OF ILLINOIS AT CHICAGO,Bacterial lipases and adaptation to the host lipid environment,"Project Summary
The host lipid environment is a well-described barrier to bacterial infection at several sites including the skin,
lung, and upper airways. In addition, both bacterial and host lipids serve as signals that promote inflammation.
Bacterial lipids activate Toll-like receptors which initiates cytokine production, immune cell recruitment, and
induction of oxidative burst to control infection. Several pathogenic bacteria evade these lipid-mediated defenses
by secreting lipolytic enzymes (lipases). Bacterial lipases can cause host membrane dissolution, facilitate escape
from cellular compartments, disrupt physical barriers, detoxify antimicrobial lipids, and release nutrient fatty
acids. Despite these established contributions of lipases to infection there exist critical gaps in knowledge on
how lipases drive host immunity and physiology. This is especially true for Staphylococcus aureus which
produces three lipases that have long been presumed to promote virulence, despite scant mechanistic studies.
Recent work from our lab started to fill this gap by providing evidence for a direct role for lipases in immune
evasion and nutrient acquisition during infection. We made the unexpected observation that the S. aureus
secreted lipase, Geh, inhibited activation of innate immune cells in culture. Further, Geh blunted pro-inflammatory
cytokine production during infection and was responsible for bacterial persistence in some tissues but not others,
highlighting tissue-specific contributions of Geh to survival. The blunted cytokine response was not due to direct
functions of Geh on mammalian cells, but rather a result of inactivation of S. aureus lipoproteins, a major
pathogen-associated molecular pattern (PAMP) of Gram-positive bacteria, via ester hydrolysis. While our studies
indicate S. aureus uses lipases to inactivate lipoprotein PAMPs containing saturated straight and branched chain
fatty acids that it synthesizes de novo, it can also acquire host unsaturated fatty acids in a lipase-dependent
manner and use them for lipoprotein biogenesis. We found that S. aureus uptake of host fatty acids disrupted
innate immune responses and infection dynamics in tissues involved in lipid metabolism via attachment of host
fatty acids to bacterial lipoproteins. This deleterious response correlated well with Toll-like receptor 2 signaling.
Finally, infections of the skin uncovered a role for Geh that appeared to be independent of Toll-like receptor 2
and instead was linked to liberation of host fatty acid esters that promoted fitness. Altogether, our data support
the hypothesis that S. aureus lipases modify both bacterial and host lipids to calibrate innate immunity and
promote a fitness advantage that allows adaptation to a wide range of tissues during infection. Aim 1 will
determine the cellular and molecular basis for Geh-mediated infection persistence. Aim 2 will test the roles of
the three lipases secreted by S. aureus in virulence, lipid utilization, and immune defense. Aim 3 will determine
how lipases disrupt immunity and allow S. aureus to adapt to increased circulating lipids in the host.",736822,2026-01-30T00:00:00
"ALSHAREEF, AHMED ",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Biomechanics of the Human Brain During High-Severity Impacts: A Multimodal Approach,"Project Summary
Traumatic brain injury (TBI) is a significant health care problem, affecting over 2.5 million people in the United
States annually. Most cases are classified as mild or concussive TBI, caused by a rapid acceleration to the skull
that may lead to short-term loss of consciousness and memory, as well as long-term disability. Prevention of TBI
is therefore a critical consideration in contact sports, military operations, motor vehicle use and other activities.
Accurate quantification of the locations, magnitudes, and orientations of brain deformation (strain) during TBI is
a precursor to a better understanding of the onset and secondary cascades of injury. A key approach to
understanding the risk of TBI and assessing preventative measures is computational modeling, which simulates
the external forces applied to the head and the associated biomechanical response of the brain. The
development of accurate computational models of TBI is challenging, however, requiring the collection of
experimental data to calibrate and validate the models. Recently, our team has developed two complementary
approaches to acquiring measurements of brain biomechanics under loading. One approach employs dynamic
magnetic resonance imaging (MRI) in living human subjects undergoing both mild head accelerations. The other
approach employs sonomicrometry to track the motion of markers in cadaveric brain specimens at concussion-
level accelerations. The output of these experimental datasets has been limited to either 1) dense 3D brain strain
data at non-injurious head motion in vivo, or 2) spatially sparse brain displacement data at injurious loading in
cadavers. As a result, there remains two unknowns in our understanding of brain deformation during head
impact: 1) the actual magnitude of strain at concussive accelerations, and 2) the accuracy of local strain
distributions and if the strain patterns change with increases in impact severity. To address these fundamental
deficiencies in our knowledge of brain biomechanics, we propose to integrate these two previously disparate but
complementary ends of the experimental TBI spectrum to better enable prediction of the biomechanical response
of the living brain during concussion. We will perform three aims: 1) Optimize dynamic MRI techniques for
increased loading in phantoms and cadavers; 2) Perform multiscale biomechanical characterization of cadaveric
specimens using both MRI and sonomicrometry techniques; 3) Demonstrate application of combined MRI and
sonomicrometry data for improved injury prediction by evaluating publicly available computational models and
applying them to sports impact databases. This work will provide a novel and complete characterization of the
intracranial biomechanics of TBI. The combined use of cadavers and phantoms will enable a cross-validation of
our ability to predict high acceleration response based on low acceleration measurements. By the end of the
project, we will have fully characterized phantom and cadaveric data that will be made publicly available for other
researchers to use and, by combining the acquired data with existing in vivo data, developed new tools to predict
the response of the living human brain during concussion-level loading and improve injury prediction models.",475505,2026-01-22T00:00:00
"ALTO, NEAL MATHEW",UT SOUTHWESTERN MEDICAL CENTER,Defining virulence factor functions using minimal pathogen genomes,"Project Summary
Pathogenic bacteria have developed an array of strategies to undermine the host's defense mechanisms. In
the context of non-Typhoidal Salmonella Typhimurium, a notable strategy involves the confinement of a single
bacterium within a host vacuole called the Salmonella Containing Vacuole (SCV). This approach potentially
provides an evolutionary advantage: by ensuring one bacterium per SCV, the host must target each SCV
individually to eliminate the bacterial load, as opposed to confronting a vacuole harboring multiple bacteria
clustered together. This mechanism could potentially extend the time required to combat the infection.
Moreover, a single bacterium residing within an SCV exploits all accessible nutrients for replication and
division. Conversely, multiple bacteria clustered within a single vacuole may engage in nutrient competition.
Hence, understanding the fundamental mechanism of bacterial division in conjunction with vacuolar scission is
imperative for gaining deeper insights into the pathogenic strategies employed by Salmonella enterica. Prior to
this proposal we engineered a series of genetically minimal pathogenic strains that eliminates redundancy
within the complex SPI-2 effector gene repertoire of Salmonella enterica serovar Typhimurium. Using this
unique resource, here we will determine how a small network of SPI-2 T3SS effector proteins coordinate the
complex events involved in SCV membrane scission and bacterial division within the host cell. This includes
determining the location and host substrates of effector proteins at the SCV membrane using single cell
particle tracking and live cell imaging (Aim 1). We will also investigate the molecular mechanisms of individual
effector proteins that target a novel Rab-family GTPase defense system of the host (Aim 2). The resulting
cellular and biochemical theories will be tested in murine models of systemic disease that are designed to
evaluate effector protein functions at single cell resolution (Aim 3). Developing new drugs that target bacterial
effector – host enzyme complexes would be an innovative approach to combat emerging infectious disease.
While this idea holds great potential, the paucity of mechanistic information gleaned from deep studies into
virulence factor functions has so far hampered their development as suitable drug targets. As a means to this
end, the work performed here will allow us to predict new mechanisms of action for understudied Salmonella
effector proteins and provide a glimpse into the structural-based evolutionary progression of a related
pathogen groups.",596318,2026-02-10T00:00:00
"ALUSHIN, GREGORY M",ROCKEFELLER UNIVERSITY,Converting cytoskeletal forces into biochemical signals,"PROJECT SUMMARY
 Cells perceive mechanical cues in their local environments, which must be converted into intracellular
biochemical signals to modulate cellular physiology and control gene expression. There is increasing
appreciation for mechanical signal transduction’s (“mechanotransduction”) critical role in development and its
dysfunction in disease states such as cancer. However, in contrast to canonical signal transduction, cellular force
sensing is poorly understood, hampering efforts to define mechanistically distinct mechanotransduction
pathways, delineate their specific biological functions, and target them therapeutically.
 The actin cytoskeleton, a network of dynamic actin filaments, myosin motor proteins, and hundreds of
associated factors, enables cells to mechanically interface with their surroundings. The cytoskeleton is classically
understood to serve as a force generation and transmission apparatus that indirectly facilitates mechano-
transduction through its physical linkages to membrane-anchored sites which mediate force signal conversion
(e.g. cell-cell and cell-matrix adhesions). However, we and others have recently reported direct binding of soluble
cytosolic proteins containing tandem arrays of LIM (LIN-11, Isl-1 & Mec-3) domains to tensed actin filaments,
suggesting that the cytoskeleton itself may have the capacity to transduce forces into biochemical signals. Here
I propose to test the hypothesis that force-activated actin binding by distinct LIM proteins is upstream of
functionally discrete downstream mechanotransduction pathways. Through cellular assays and biophysical
reconstitution, we will investigate how the representative force-activated actin binding LIM proteins zyxin (Aim 1)
and FHL1/2 (Four-and-a-Half LIM domains 1/2, Aim 2) mediate distinct downstream functions in cytoplasmic
cytoskeletal damage repair and nuclear gene expression regulation, respectively. We will then innovatively
interface these approaches with cryo-electron microscopy (cryo-EM) to visualize force-activated actin binding by
LIM proteins in structural detail (Aim 3). Our studies will establish how a conserved mechanism of force
transduction through LIM domains is linked to distinct downstream signaling outcomes, which is likely to reveal
general principles underlying the modular organization of cytoskeletal mechanical signaling networks. In the
longer term, this work will enable precision dissection of context-specific biological functions of LIM proteins in
vivo, facilitating rigorous evaluation of their potential as therapeutic targets.",305100,2026-01-27T00:00:00
"ALVARADO, FRANCISCO J",UNIVERSITY OF WISCONSIN-MADISON,Mechanisms of calcium-induced arrhythmias in arrhythmogenic right ventricular cardiomyopathy,"PROJECT SUMMARY / ABSTRACT
Arrhythmogenic right ventricular cardiomyopathy (ARVC) is a complex inherited disorder of the heart produced
by mutation in proteins of the desmosome, such as plakophilin-2 (PKP2). Cardiac arrhythmias, and potentially
sudden death, often occur in ARVC patients during the early stages of the disease, a “concealed phase” that
presents before the onset of structural cardiomyopathy. The molecular and cellular mechanisms of these
arrhythmic events remain unclear, hindering the search for effective strategies to treat patients. My long-term
goal is to delineate the mechanisms of arrhythmia in ARVC and to identify potential drug targets to prevent
sudden cardiac death. Mice with tamoxifen (TAM)-induced ablation of PKP2 (PKP2cKO) develop a phenotype
evocative of human ARVC: a concealed stage with high incidence of arrhythmia but without structural remodeling
at 14 days, cardiomyopathy of right ventricle dominance at 21 days, and biventricular cardiomyopathy, heart
failure and death at ~42 days post-TAM. We reported that PKP2cKO hearts show significant dysregulation of
Ca2+ handling at different stages of disease progression but, most remarkably, during the concealed stage of the
disease. This proposal aims to elucidate the mechanisms underlying cardiac arrhythmia in PKP2-deficient hearts
focusing on the microdomain where Ca2+ regulation takes place. I hypothesize that dysfunction of the cardiac
ryanodine receptor (RyR2), a major intracellular Ca2+ release channel, and the ensuing Ca2+ mishandling are
critical triggers of cardiac arrhythmia in the PKP2cKO mouse and, hence, in ARVC. These aims will test my
hypothesis: 1) Determine the role of protein kinase C (PKC) phosphorylation in the regulation of RyR2 channel
function and calcium homeostasis. Preliminary data suggest that RyR2 is undergoing phosphorylation in
PKP2cKO hearts at Thr2810. This previously uncharacterized site is a predicted PKC substrate. I hypothesize
that PKC phosphorylation of RyR2 at Thr2810 regulates channel function and contributes to arrhythmogenic
Ca2+ release in the diseased heart. 2) Define the contribution of RyR2 dysfunction in the onset and progression
of heart disease in PKP2cKO mice. Preliminary data suggest that RyR2 phosphorylation at Thr2810 and Ser2030
is increased in ARVC. I hypothesize that inhibition of RyR2 phosphorylation at these sites prevents arrhythmia
and sudden death in PKP2cKO mice. 3) Test the efficacy of RyR2 modulators for the prevention of arrhythmia
in PKP2-deficient hearts. I hypothesize that pharmacological modulation of RyR2 is beneficial to prevent
arrhythmia in PKP2cKO mice and hearts. The completion of these aims will provide significant insight into the
regulation of RyR2 function in a model of PKP2cKO deficiency and hence shed light on the mechanisms
underlying ARVC. I anticipate these results will advance the status of RyR2 as a potential therapeutic target to
reduce the risk of arrhythmias and increase life-expectancy of patients with ARVC.",388750,2026-02-06T00:00:00
"ALVAREZ, ELYSIA ",UNIVERSITY OF CALIFORNIA AT DAVIS,Barriers and Facilitators for Delivery of Guideline-Concordant Care for Adolescents and Young Adults with Ewing Sarcoma and Osteosarcoma,"PROJECT SUMMARY / ABSTRACT
Roughly 90,000 adolescents and young adults (AYAs: 15–39) are diagnosed with cancer in the United States
each year. Disparities in cancer mortality exist among AYAs with Ewing sarcoma (EWS) and osteosarcoma
(OS), which may be partially due to unequal access to evidenced-based, standardized care (guideline
concordant care; GCC). Many AYAs with cancer do not receive GCC, especially those with who are older and
with limited resources.
My prior research demonstrated 50% of AYAs with OS in California received guideline concordant care and the
absence of such care negatively impacted survival. Increasing delivery of guideline concordant care in this
patient population could markedly improve survival, especially in traditionally underserved patients (e.g., those
with public insurance, other than White race/ethnicity). The barriers to the delivery of guideline concordant care
are not clearly identified in AYAs. To fill this critical gap and gain essential training, I will employ an
implementation mapping process to develop strategies that increase adoption of evidence-based practices,
identify barriers and facilitators to the delivery of guideline concordant care, and develop an implementation
blueprint to pilot an intervention to improve delivery of GCC in AYAs with EWS and OS.
The specific aims are: 1) Identify barriers and facilitators to delivery of GCC for AYA patients with EWS and
OS, 2) Systematically develop a tailored implementation blueprint for delivery of GCC care for AYA patients
with EWS and OS, and 3) Evaluate the feasibility and acceptability of a cancer care delivery implementation
blueprint to improve delivery of GCC in a pilot trial.
The long-term goal of my research program is to improve cancer health equity for AYA patients with cancer.
The proposed research and training plan supports my need to: (1) Expand skills in qualitative methods (i.e.,
thematic analysis); (2) Develop skills in implementation science methods; (3) Gain experience conducting a
cancer care delivery pilot trial; and (4) Obtain preliminary data for an R01 proposal for a refined and expanded
R01 cancer care delivery trial. This proposal is supported by an outstanding mentorship team and scientific/
content advisory committee, with substantial expertise in cancer care delivery research, qualitative research,
implementation science, AYA oncology, and treatment of sarcomas. Formal training will be sought in
qualitative methods and implementation science methods, while concurrently building essential skills in
leadership. Collectively, this research proposal and career development plan will firmly secure my position as
an independent physician-scientist and national leader as an AYA cancer care delivery researcher.",254504,2026-01-23T00:00:00
"ALVAREZ, PEDRO J",BAYLOR COLLEGE OF MEDICINE,Project 4: Pyrolytic conversion of PAHs in contaminated sediments into char to eliminate toxicity and enhance soil fertility,"Project Summary
There is a pressing need for more reliable and cost-effective remediation of contaminated soils and sediments
at Superfund sites to mitigate exposure and protect public health. This project will develop a sustainable
thermal remediation technology to rapidly and reliably treat soils contaminated with such priority pollutants,
including activated PAHs byproducts of environmental transformations. Similar to all other thermal remediation
technologies, high energy requirements are a major cost driver that hinders its scalability and broad
application. Thus, significantly decreasing energy requirements for thermal treatment is a critical goal (and
anticipated benefit) of this project. During the current funding cycle, we made significant novel scientific
contributions: (a) Discovery of a new pyrolytic degradation pathway that degrades PAH by anoxic heating and
eventually converts them to a stable and non-toxic (char-like) carbonaceous residue, which is a safe treatment
endpoint. (b) Recognition of the importance of soil components like clays, which can catalyze PAH
decomposition reactions, apparently facilitated by π-cation interactions between PAHs with transition metals.
(c) Use of a combined mathematical and experimental approach to analyze soil behavior and soil-contaminant
interactions during pyrolytic treatment, and derive the kinetics of decomposition reactions. This framework
allows us to study potential tradeoffs between PAH degradation efficiency, energy requirements, and residual
toxicity of treated soils due to toxic byproducts potentially forming at low temperatures. Thus, our Specific Aims
are to: 1. Understand and exploit the catalytic effect of natural clays with common transition metals (e.g., Fe,
Cu) to accelerate the pyrolytic degradation of PAHs, detoxify the contaminated soils and decrease the required
treatment temperature, time, and energy. 2. Apply molecular modeling with density-function theory to advance
molecular-level understanding of PAH proximal adsorption and degradation mechanisms on catalytic sites, and
characterize pathways and byproducts to guide safe application. 3. Develop a process model for designing and
optimizing pyrolysis reactors. Our hypothesis is that pyrolytic treatment of contaminated soils under carefully
selected conditions will consistently achieve regulatory compliance and completely eliminate toxicity while
recovering soil fertility to facilitate ecosystem restoration. Furthermore, clays enriched with common transition
metals will catalyze pyrolytic degradation of PAHs, and decrease the required temperature and contact time to
significantly lower the energy requirements. Overall, this project will advance molecular-level understanding of
PAH degradation in pyro-catalytic treatment systems and enable predictive understanding of contaminant/soil
interactions and reaction mechanisms. Thus, this Project will inform the design of thermal treatment processes
with lower energy requirements, higher throughput capacity, and wider applicability.",382939,2026-01-27T00:00:00
